InvoiceNo,StockCode,Quantity,CustomerID
INV200997,P100324,4,10093
INV200997,P100495,1,10733
INV200998,P100078,3,10202
INV200998,P100184,4,10733
INV200998,P100266,4,10198
INV200999,P100217,1,10682
INV200999,P100322,4,10990
INV200999,P100082,2,10476
INV201000,P100423,3,10263
INV201000,P100375,4,10023
INV201000,P100073,3,10378
INV201001,P100131,3,10185
INV201001,P100403,3,10075
INV201001,P100198,1,10882
INV201002,P100484,2,10414
INV201002,P100499,3,10969
INV201002,P100116,2,10271
INV201003,P100374,4,10627
INV201003,P100112,1,10898
INV201003,P100072,1,10317
INV201004,P100364,3,10131
INV201004,P100227,4,10515
INV201004,P100129,2,10088
INV201005,P100197,3,10046
INV201005,P100103,2,10636
INV201005,P100128,2,10329
INV201006,P100235,4,10290
INV201006,P100055,1,10321
INV201006,P100042,2,10837
INV201007,P100281,2,10443
INV201007,P100486,3,10879
INV201007,P100379,3,10714
INV201008,P100303,5,10148
INV201008,P100256,2,10732
INV201008,P100130,1,10351
INV201009,P100027,2,10489
INV201009,P100447,4,10919
INV201009,P100483,4,10501
INV201010,P100043,2,10336
INV201010,P100161,4,10163
INV201010,P100403,4,10014
INV201011,P100054,5,10467
INV201011,P100098,2,10065
INV201011,P100216,1,10901
INV201012,P100055,4,10699
INV201012,P100390,5,10171
INV201012,P100395,1,10238
INV201013,P100425,1,10245
INV201013,P100002,3,10802
INV201013,P100373,3,10597
INV201014,P100223,2,10157
INV201014,P100108,1,10647
INV201014,P100209,4,10162
INV201015,P100057,3,10838
INV201015,P100423,2,10442
INV201015,P100073,2,10803
INV201016,P100143,4,10706
INV201016,P100059,3,10070
INV201016,P100386,1,10734
INV201017,P100071,5,10764
INV201017,P100045,6,10322
INV201017,P100499,2,10945
INV201018,P100358,4,10578
INV201018,P100465,3,10494
INV201018,P100331,2,10007
INV201019,P100413,4,10831
INV201019,P100415,6,10722
INV201019,P100332,4,10551
INV201020,P100077,1,10595
INV201020,P100261,3,10586
INV201020,P100022,1,10010
INV201021,P100120,1,10507
INV201021,P100233,4,10116
INV201021,P100173,1,10202
INV201022,P100100,5,10309
INV201022,P100026,2,10897
INV201022,P100372,2,10984
INV201023,P100258,3,10123
INV201023,P100048,3,10797
INV201023,P100146,6,10195
INV201024,P100322,5,10958
INV201024,P100068,6,10423
INV201024,P100228,5,10689
INV201025,P100469,4,10184
INV201025,P100497,6,10381
INV201025,P100080,3,10864
INV201026,P100202,2,10631
INV201026,P100129,3,10830
INV201026,P100444,2,10997
INV201027,P100004,2,10062
INV201027,P100078,1,10831
INV201027,P100287,3,10994
INV201028,P100407,4,10849
INV201028,P100116,5,10254
INV201028,P100102,3,10473
INV201029,P100158,5,10435
INV201029,P100321,2,10537
INV201029,P100166,4,10731
INV201030,P100431,3,10643
INV201030,P100253,2,10761
INV201030,P100308,6,10706
INV201031,P100377,3,10440
INV201031,P100483,3,10894
INV201031,P100348,3,10921
INV201032,P100191,3,10219
INV201032,P100356,2,10609
INV201032,P100027,2,10023
INV201033,P100153,2,10301
INV201033,P100497,4,10890
INV201033,P100407,2,10342
INV201034,P100293,3,10000
INV201034,P100065,5,10923
INV201034,P100108,3,10522
INV201035,P100321,3,10994
INV201035,P100219,4,10633
INV201035,P100352,1,10686
INV201036,P100022,3,10601
INV201036,P100495,3,10560
INV201036,P100137,3,10894
INV201037,P100405,3,10197
INV201037,P100461,3,10996
INV201037,P100475,2,10781
INV201038,P100370,1,10879
INV201038,P100248,5,10735
INV201038,P100106,2,10308
INV201039,P100029,3,10408
INV201039,P100223,1,10734
INV201039,P100112,3,10300
INV201040,P100319,3,10338
INV201040,P100482,2,10310
INV201040,P100342,4,10786
INV201041,P100479,3,10778
INV201041,P100265,4,10988
INV201041,P100246,3,10143
INV201042,P100088,4,10662
INV201042,P100217,5,10795
INV201042,P100264,1,10870
INV201043,P100134,2,10325
INV201043,P100142,1,10712
INV201043,P100303,1,10330
INV201044,P100327,2,10656
INV201044,P100367,3,10393
INV201044,P100016,2,10410
INV201045,P100290,6,10232
INV201045,P100397,3,10139
INV201045,P100328,3,10370
INV201046,P100231,6,10775
INV201046,P100150,2,10650
INV201046,P100369,3,10260
INV201047,P100090,4,10316
INV201047,P100077,3,10665
INV201047,P100103,2,10149
INV201048,P100054,1,10851
INV201048,P100452,2,10202
INV201048,P100391,2,10282
INV201049,P100165,6,10295
INV201049,P100354,3,10879
INV201049,P100085,3,10911
INV201050,P100022,6,10009
INV201050,P100129,3,10153
INV201050,P100157,2,10280
INV201051,P100051,4,10521
INV201051,P100058,1,10950
INV201051,P100453,6,10228
INV201052,P100424,3,10992
INV201052,P100390,5,10609
INV201052,P100239,2,10874
INV201053,P100120,3,10435
INV201053,P100182,3,10387
INV201053,P100416,2,10707
INV201054,P100179,2,10462
INV201054,P100467,2,10199
INV201054,P100409,1,10880
INV201055,P100180,4,10115
INV201055,P100032,6,10308
INV201055,P100014,2,10009
INV201056,P100093,2,10937
INV201056,P100373,2,10048
INV201056,P100016,4,10508
INV201057,P100468,6,10876
INV201057,P100139,2,10193
INV201057,P100318,2,10620
INV201058,P100326,4,10770
INV201058,P100081,4,10816
INV201058,P100226,4,10734
INV201059,P100053,4,10581
INV201059,P100392,3,10283
INV201059,P100230,5,10252
INV201060,P100028,2,10459
INV201060,P100159,1,10585
INV201060,P100449,3,10842
INV201061,P100400,6,10132
INV201061,P100417,3,10880
INV201061,P100256,5,10577
INV201062,P100069,3,10481
INV201062,P100370,5,10504
INV201062,P100171,3,10045
INV201063,P100284,2,10653
INV201063,P100231,2,10200
INV201063,P100097,2,10424
INV201064,P100051,2,10311
INV201064,P100088,2,10034
INV201064,P100242,4,10092
INV201065,P100087,4,10732
INV201065,P100279,1,10636
INV201065,P100490,1,10741
INV201066,P100270,3,10329
INV201066,P100055,2,10641
INV201066,P100213,3,10610
INV201067,P100486,4,10564
INV201067,P100339,3,10742
INV201067,P100276,2,10549
INV201068,P100435,2,10402
INV201068,P100400,2,10077
INV201068,P100268,2,10460
INV201069,P100090,3,10511
INV201069,P100100,3,10646
INV201069,P100037,4,10719
INV201070,P100346,5,10874
INV201070,P100175,3,10674
INV201070,P100220,3,10008
INV201071,P100421,3,10757
INV201071,P100486,6,10289
INV201071,P100042,3,10249
INV201072,P100320,1,10694
INV201072,P100312,3,10427
INV201072,P100042,3,10274
INV201073,P100256,3,10877
INV201073,P100196,1,10076
INV201073,P100482,3,10238
INV201074,P100294,1,10903
INV201074,P100153,1,10317
INV201074,P100424,4,10957
INV201075,P100287,1,10770
INV201075,P100383,4,10899
INV201075,P100483,2,10277
INV201076,P100004,1,10634
INV201076,P100395,3,10013
INV201076,P100193,3,10343
INV201077,P100067,4,10705
INV201077,P100258,2,10344
INV201077,P100035,3,10862
INV201078,P100268,4,10893
INV201078,P100463,4,10051
INV201078,P100018,3,10075
INV201079,P100053,7,10512
INV201079,P100388,2,10608
INV201079,P100153,2,10205
INV201080,P100446,3,10268
INV201080,P100498,3,10410
INV201080,P100211,3,10319
INV201081,P100054,2,10751
INV201081,P100074,3,10545
INV201081,P100447,3,10880
INV201082,P100165,7,10730
INV201082,P100215,4,10746
INV201082,P100196,2,10933
INV201083,P100124,4,10359
INV201083,P100071,2,10746
INV201083,P100119,3,10965
INV201084,P100016,4,10064
INV201084,P100068,3,10645
INV201084,P100297,4,10096
INV201085,P100171,2,10077
INV201085,P100285,1,10809
INV201085,P100029,3,10860
INV201086,P100036,4,10539
INV201086,P100125,2,10053
INV201086,P100155,3,10690
INV201087,P100185,4,10037
INV201087,P100240,2,10263
INV201087,P100419,4,10113
INV201088,P100253,2,10510
INV201088,P100345,3,10275
INV201088,P100052,2,10054
INV201089,P100435,2,10877
INV201089,P100181,1,10500
INV201089,P100177,4,10171
INV201090,P100007,2,10841
INV201090,P100179,1,10176
INV201090,P100333,1,10945
INV201091,P100090,5,10641
INV201091,P100212,1,10972
INV201091,P100052,2,10040
INV201092,P100347,1,10776
INV201092,P100377,4,10149
INV201092,P100316,3,10178
INV201093,P100491,2,10467
INV201093,P100364,1,10040
INV201093,P100212,2,10679
INV201094,P100197,2,10769
INV201094,P100439,3,10113
INV201094,P100304,6,10003
INV201095,P100386,2,10146
INV201095,P100436,2,10795
INV201095,P100387,2,10252
INV201096,P100237,3,10386
INV201096,P100477,3,10091
INV201096,P100010,1,10786
INV201097,P100401,1,10767
INV201097,P100269,3,10820
INV201097,P100122,2,10442
INV201098,P100330,1,10533
INV201098,P100073,3,10098
INV201098,P100471,2,10499
INV201099,P100253,4,10892
INV201099,P100162,3,10909
INV201099,P100082,4,10185
INV201100,P100070,5,10283
INV201100,P100217,3,10334
INV201100,P100154,3,10756
INV201101,P100448,6,10213
INV201101,P100159,2,10752
INV201101,P100282,3,10136
INV201102,P100324,2,10435
INV201102,P100134,4,10823
INV201102,P100102,2,10403
INV201103,P100199,4,10713
INV201103,P100252,3,10047
INV201103,P100235,4,10179
INV201104,P100381,3,10494
INV201104,P100204,1,10166
INV201104,P100090,1,10987
INV201105,P100362,3,10306
INV201105,P100131,3,10457
INV201105,P100066,5,10003
INV201106,P100410,1,10877
INV201106,P100075,3,10383
INV201106,P100261,3,10397
INV201107,P100218,3,10622
INV201107,P100364,3,10623
INV201107,P100241,6,10948
INV201108,P100478,3,10671
INV201108,P100333,1,10273
INV201108,P100139,3,10113
INV201109,P100422,3,10050
INV201109,P100341,3,10605
INV201109,P100060,5,10909
INV201110,P100263,4,10338
INV201110,P100242,3,10989
INV201110,P100153,4,10922
INV201111,P100035,3,10933
INV201111,P100429,1,10177
INV201111,P100318,5,10156
INV201112,P100411,1,10553
INV201112,P100323,4,10237
INV201112,P100158,3,10166
INV201113,P100347,2,10225
INV201113,P100350,2,10019
INV201113,P100496,2,10420
INV201114,P100287,2,10542
INV201114,P100312,2,10799
INV201114,P100156,3,10485
INV201115,P100424,3,10883
INV201115,P100256,5,10798
INV201115,P100446,2,10777
INV201116,P100485,3,10621
INV201116,P100341,1,10988
INV201116,P100488,5,10288
INV201117,P100210,2,10076
INV201117,P100439,6,10988
INV201117,P100393,3,10310
INV201118,P100241,2,10049
INV201118,P100177,3,10857
INV201118,P100351,2,10091
INV201119,P100102,3,10820
INV201119,P100089,4,10457
INV201119,P100072,3,10541
INV201120,P100229,4,10317
INV201120,P100112,2,10755
INV201120,P100145,2,10138
INV201121,P100209,2,10976
INV201121,P100135,2,10386
INV201121,P100407,6,10463
INV201122,P100188,3,10032
INV201122,P100115,4,10947
INV201122,P100499,3,10710
INV201123,P100232,1,10035
INV201123,P100122,3,10451
INV201123,P100357,3,10913
INV201124,P100328,2,10740
INV201124,P100481,2,10280
INV201124,P100393,1,10623
INV201125,P100309,2,10449
INV201125,P100210,4,10262
INV201125,P100232,3,10318
INV201126,P100207,7,10190
INV201126,P100168,2,10056
INV201126,P100438,4,10194
INV201127,P100220,2,10728
INV201127,P100226,2,10186
INV201127,P100157,4,10429
INV201128,P100356,3,10913
INV201128,P100115,1,10428
INV201128,P100471,4,10815
INV201129,P100053,2,10106
INV201129,P100388,1,10225
INV201129,P100120,9,10574
INV201130,P100295,6,10713
INV201130,P100181,2,10504
INV201130,P100215,7,10321
INV201131,P100150,3,10954
INV201131,P100467,3,10490
INV201131,P100415,3,10978
INV201132,P100180,2,10742
INV201132,P100276,1,10382
INV201132,P100136,4,10114
INV201133,P100390,3,10879
INV201133,P100177,3,10038
INV201133,P100498,3,10122
INV201134,P100066,4,10061
INV201134,P100138,1,10359
INV201134,P100292,2,10689
INV201135,P100338,2,10753
INV201135,P100152,3,10808
INV201135,P100000,3,10313
INV201136,P100139,2,10838
INV201136,P100027,1,10942
INV201136,P100459,1,10584
INV201137,P100435,4,10827
INV201137,P100005,5,10477
INV201137,P100207,2,10647
INV201138,P100381,6,10897
INV201138,P100152,3,10713
INV201138,P100029,3,10178
INV201139,P100349,2,10818
INV201139,P100490,6,10646
INV201139,P100191,4,10728
INV201140,P100391,3,10450
INV201140,P100213,2,10795
INV201140,P100469,1,10911
INV201141,P100463,9,10771
INV201141,P100218,5,10075
INV201141,P100389,1,10485
INV201142,P100366,1,10259
INV201142,P100206,2,10545
INV201142,P100458,6,10109
INV201143,P100360,1,10517
INV201143,P100053,1,10512
INV201143,P100165,1,10492
INV201144,P100041,3,10035
INV201144,P100073,7,10598
INV201144,P100157,2,10600
INV201145,P100196,3,10636
INV201145,P100329,2,10176
INV201145,P100329,3,10949
INV201146,P100066,1,10987
INV201146,P100023,1,10144
INV201146,P100144,3,10838
INV201147,P100150,5,10341
INV201147,P100293,4,10299
INV201147,P100151,2,10284
INV201148,P100158,2,10005
INV201148,P100464,2,10055
INV201148,P100217,1,10245
INV201149,P100238,3,10721
INV201149,P100369,5,10592
INV201149,P100108,2,10045
INV201150,P100488,3,10549
INV201150,P100385,3,10075
INV201150,P100085,3,10203
INV201151,P100169,2,10056
INV201151,P100224,2,10139
INV201151,P100265,3,10818
INV201152,P100007,5,10040
INV201152,P100324,3,10027
INV201152,P100410,1,10119
INV201153,P100351,6,10479
INV201153,P100493,1,10741
INV201153,P100321,3,10148
INV201154,P100240,1,10098
INV201154,P100009,2,10812
INV201154,P100381,4,10273
INV201155,P100072,2,10303
INV201155,P100137,2,10845
INV201155,P100146,3,10104
INV201156,P100260,3,10261
INV201156,P100386,2,10209
INV201156,P100353,2,10404
INV201157,P100115,2,10821
INV201157,P100285,4,10329
INV201157,P100433,3,10083
INV201158,P100392,3,10454
INV201158,P100463,1,10641
INV201158,P100238,1,10377
INV201159,P100320,3,10943
INV201159,P100380,3,10559
INV201159,P100050,5,10654
INV201160,P100421,1,10362
INV201160,P100186,3,10486
INV201160,P100149,6,10221
INV201161,P100035,2,10667
INV201161,P100210,2,10548
INV201161,P100059,4,10101
INV201162,P100397,1,10399
INV201162,P100168,3,10608
INV201162,P100145,3,10804
INV201163,P100357,4,10314
INV201163,P100400,2,10292
INV201163,P100441,2,10214
INV201164,P100178,4,10536
INV201164,P100042,3,10349
INV201164,P100170,1,10414
INV201165,P100198,2,10428
INV201165,P100262,3,10038
INV201165,P100458,3,10779
INV201166,P100313,1,10115
INV201166,P100078,2,10231
INV201166,P100179,2,10560
INV201167,P100443,2,10906
INV201167,P100307,3,10422
INV201167,P100043,2,10975
INV201168,P100116,4,10639
INV201168,P100345,4,10791
INV201168,P100139,4,10948
INV201169,P100050,2,10483
INV201169,P100148,3,10817
INV201169,P100395,3,10251
INV201170,P100300,4,10604
INV201170,P100343,2,10310
INV201170,P100296,4,10357
INV201171,P100116,2,10329
INV201171,P100162,2,10780
INV201171,P100070,3,10758
INV201172,P100224,3,10940
INV201172,P100003,2,10509
INV201172,P100259,4,10621
INV201173,P100419,5,10318
INV201173,P100235,2,10908
INV201173,P100308,2,10964
INV201174,P100145,1,10937
INV201174,P100287,2,10586
INV201174,P100423,3,10858
INV201175,P100159,9,10942
INV201175,P100478,4,10020
INV201175,P100271,2,10869
INV201176,P100481,3,10727
INV201176,P100208,3,10628
INV201176,P100127,1,10380
INV201177,P100033,8,10797
INV201177,P100388,6,10518
INV201177,P100232,2,10385
INV201178,P100352,2,10836
INV201178,P100189,2,10779
INV201178,P100201,4,10489
INV201179,P100222,2,10356
INV201179,P100330,3,10292
INV201179,P100405,2,10222
INV201180,P100099,3,10397
INV201180,P100124,2,10122
INV201180,P100139,4,10207
INV201181,P100398,2,10743
INV201181,P100169,5,10970
INV201181,P100396,5,10883
INV201182,P100200,2,10345
INV201182,P100290,3,10063
INV201182,P100297,2,10760
INV201183,P100485,1,10538
INV201183,P100138,4,10381
INV201183,P100227,2,10906
INV201184,P100044,2,10391
INV201184,P100301,3,10849
INV201184,P100385,7,10088
INV201185,P100339,3,10293
INV201185,P100363,2,10842
INV201185,P100063,4,10697
INV201186,P100390,4,10076
INV201186,P100030,3,10783
INV201186,P100231,2,10909
INV201187,P100147,2,10111
INV201187,P100341,3,10376
INV201187,P100403,4,10938
INV201188,P100241,3,10650
INV201188,P100382,3,10406
INV201188,P100266,2,10871
INV201189,P100229,2,10010
INV201189,P100023,4,10930
INV201189,P100473,1,10721
INV201190,P100477,2,10644
INV201190,P100286,3,10867
INV201190,P100275,2,10542
INV201191,P100266,5,10324
INV201191,P100445,4,10973
INV201191,P100152,1,10718
INV201192,P100089,2,10873
INV201192,P100468,1,10355
INV201192,P100363,2,10889
INV201193,P100453,2,10851
INV201193,P100411,4,10455
INV201193,P100391,4,10156
INV201194,P100071,4,10089
INV201194,P100499,5,10248
INV201194,P100141,5,10287
INV201195,P100373,4,10170
INV201195,P100301,5,10247
INV201195,P100165,1,10557
INV201196,P100221,4,10117
INV201196,P100261,5,10499
INV201196,P100055,4,10985
INV201197,P100038,3,10391
INV201197,P100199,2,10796
INV201197,P100306,4,10558
INV201198,P100335,2,10092
INV201198,P100235,3,10234
INV201198,P100204,1,10770
INV201199,P100366,2,10867
INV201199,P100375,3,10803
INV201199,P100269,2,10497
INV201200,P100053,3,10914
INV201200,P100089,3,10151
INV201200,P100248,4,10445
INV201201,P100391,2,10880
INV201201,P100021,3,10994
INV201201,P100251,3,10761
INV201202,P100037,3,10296
INV201202,P100025,5,10735
INV201202,P100457,2,10315
INV201203,P100186,2,10885
INV201203,P100265,4,10233
INV201203,P100033,2,10639
INV201204,P100372,2,10949
INV201204,P100094,4,10574
INV201204,P100405,3,10869
INV201205,P100124,2,10149
INV201205,P100179,5,10579
INV201205,P100459,3,10316
INV201206,P100312,3,10966
INV201206,P100363,3,10886
INV201206,P100323,3,10993
INV201207,P100268,5,10424
INV201207,P100268,2,10558
INV201207,P100197,3,10820
INV201208,P100281,3,10615
INV201208,P100060,3,10568
INV201208,P100215,2,10979
INV201209,P100304,8,10414
INV201209,P100472,2,10170
INV201209,P100466,2,10608
INV201210,P100359,2,10812
INV201210,P100341,3,10783
INV201210,P100086,2,10468
INV201211,P100093,8,10106
INV201211,P100343,1,10776
INV201211,P100224,2,10903
INV201212,P100388,2,10781
INV201212,P100215,3,10561
INV201212,P100169,2,10698
INV201213,P100297,1,10582
INV201213,P100242,1,10466
INV201213,P100314,3,10803
INV201214,P100465,2,10348
INV201214,P100404,3,10257
INV201214,P100073,2,10151
INV201215,P100497,2,10581
INV201215,P100301,1,10251
INV201215,P100017,3,10288
INV201216,P100259,4,10413
INV201216,P100486,4,10153
INV201216,P100306,3,10086
INV201217,P100185,3,10786
INV201217,P100381,2,10970
INV201217,P100422,3,10265
INV201218,P100014,2,10201
INV201218,P100168,3,10799
INV201218,P100017,3,10685
INV201219,P100407,3,10369
INV201219,P100086,1,10941
INV201219,P100158,1,10979
INV201220,P100132,4,10403
INV201220,P100255,2,10342
INV201220,P100462,4,10142
INV201221,P100470,3,10490
INV201221,P100009,2,10719
INV201221,P100320,3,10072
INV201222,P100332,2,10720
INV201222,P100418,3,10927
INV201222,P100038,4,10630
INV201223,P100271,2,10776
INV201223,P100274,5,10366
INV201223,P100244,3,10207
INV201224,P100175,2,10379
INV201224,P100126,4,10371
INV201224,P100150,4,10747
INV201225,P100388,3,10891
INV201225,P100056,3,10307
INV201225,P100144,4,10354
INV201226,P100425,6,10979
INV201226,P100400,3,10892
INV201226,P100191,6,10266
INV201227,P100168,3,10013
INV201227,P100180,1,10328
INV201227,P100395,4,10747
INV201228,P100408,1,10145
INV201228,P100214,5,10671
INV201228,P100200,2,10338
INV201229,P100095,3,10720
INV201229,P100008,7,10752
INV201229,P100068,2,10256
INV201230,P100164,3,10913
INV201230,P100014,2,10900
INV201230,P100382,5,10431
INV201231,P100305,4,10852
INV201231,P100422,2,10437
INV201231,P100341,2,10705
INV201232,P100107,3,10731
INV201232,P100190,2,10459
INV201232,P100054,3,10299
INV201233,P100236,3,10872
INV201233,P100201,1,10730
INV201233,P100492,3,10182
INV201234,P100473,4,10967
INV201234,P100215,2,10189
INV201234,P100365,3,10534
INV201235,P100252,2,10482
INV201235,P100075,3,10555
INV201235,P100493,3,10114
INV201236,P100217,3,10279
INV201236,P100381,1,10812
INV201236,P100203,4,10094
INV201237,P100326,3,10069
INV201237,P100192,2,10924
INV201237,P100310,5,10915
INV201238,P100465,5,10684
INV201238,P100199,3,10219
INV201238,P100004,3,10356
INV201239,P100343,2,10042
INV201239,P100234,2,10911
INV201239,P100323,3,10726
INV201240,P100382,3,10221
INV201240,P100063,4,10259
INV201240,P100018,3,10717
INV201241,P100102,6,10273
INV201241,P100174,4,10267
INV201241,P100482,2,10652
INV201242,P100033,2,10192
INV201242,P100326,2,10335
INV201242,P100071,1,10026
INV201243,P100272,2,10487
INV201243,P100299,1,10328
INV201243,P100087,5,10963
INV201244,P100328,3,10260
INV201244,P100389,1,10749
INV201244,P100102,3,10641
INV201245,P100269,2,10009
INV201245,P100054,2,10674
INV201245,P100196,4,10256
INV201246,P100002,4,10240
INV201246,P100273,2,10653
INV201246,P100148,3,10922
INV201247,P100220,2,10018
INV201247,P100031,4,10646
INV201247,P100172,3,10895
INV201248,P100221,2,10194
INV201248,P100427,3,10088
INV201248,P100385,1,10454
INV201249,P100316,5,10172
INV201249,P100169,3,10967
INV201249,P100496,2,10097
INV201250,P100120,1,10735
INV201250,P100153,2,10980
INV201250,P100106,1,10870
INV201251,P100238,3,10571
INV201251,P100304,5,10898
INV201251,P100401,2,10403
INV201252,P100068,6,10731
INV201252,P100490,1,10207
INV201252,P100381,4,10356
INV201253,P100230,5,10015
INV201253,P100328,2,10198
INV201253,P100401,3,10252
INV201254,P100460,2,10996
INV201254,P100337,3,10057
INV201254,P100048,3,10840
INV201255,P100068,3,10108
INV201255,P100030,3,10324
INV201255,P100148,6,10581
INV201256,P100415,3,10031
INV201256,P100343,3,10673
INV201256,P100050,3,10259
INV201257,P100318,1,10967
INV201257,P100042,3,10917
INV201257,P100305,4,10861
INV201258,P100378,4,10323
INV201258,P100374,3,10078
INV201258,P100099,6,10403
INV201259,P100356,3,10535
INV201259,P100006,3,10973
INV201259,P100337,2,10157
INV201260,P100258,2,10312
INV201260,P100379,2,10851
INV201260,P100081,1,10288
INV201261,P100013,4,10396
INV201261,P100112,4,10100
INV201261,P100300,3,10025
INV201262,P100215,2,10781
INV201262,P100079,3,10883
INV201262,P100228,1,10776
INV201263,P100001,1,10646
INV201263,P100338,2,10505
INV201263,P100404,2,10634
INV201264,P100013,5,10454
INV201264,P100365,6,10269
INV201264,P100351,2,10332
INV201265,P100021,3,10382
INV201265,P100281,5,10884
INV201265,P100421,3,10948
INV201266,P100025,2,10185
INV201266,P100297,3,10694
INV201266,P100019,5,10214
INV201267,P100272,5,10869
INV201267,P100394,3,10930
INV201267,P100062,4,10619
INV201268,P100019,6,10548
INV201268,P100139,1,10768
INV201268,P100261,3,10531
INV201269,P100314,3,10195
INV201269,P100285,1,10135
INV201269,P100492,3,10429
INV201270,P100479,2,10099
INV201270,P100185,1,10209
INV201270,P100430,1,10779
INV201271,P100233,2,10433
INV201271,P100088,3,10162
INV201271,P100115,5,10699
INV201272,P100416,2,10999
INV201272,P100422,2,10437
INV201272,P100309,3,10447
INV201273,P100023,3,10797
INV201273,P100305,1,10202
INV201273,P100066,4,10442
INV201274,P100465,2,10455
INV201274,P100116,2,10622
INV201274,P100477,4,10416
INV201275,P100247,7,10765
INV201275,P100192,2,10023
INV201275,P100498,3,10434
INV201276,P100357,3,10033
INV201276,P100252,1,10247
INV201276,P100274,4,10276
INV201277,P100144,1,10374
INV201277,P100290,2,10345
INV201277,P100488,4,10566
INV201278,P100465,3,10203
INV201278,P100192,1,10887
INV201278,P100053,3,10179
INV201279,P100207,3,10600
INV201279,P100120,3,10313
INV201279,P100149,1,10599
INV201280,P100111,1,10597
INV201280,P100367,2,10261
INV201280,P100203,4,10530
INV201281,P100299,2,10633
INV201281,P100126,5,10634
INV201281,P100142,4,10335
INV201282,P100163,2,10432
INV201282,P100021,6,10248
INV201282,P100315,4,10118
INV201283,P100366,4,10461
INV201283,P100373,3,10490
INV201283,P100452,4,10643
INV201284,P100339,2,10232
INV201284,P100107,1,10740
INV201284,P100468,3,10361
INV201285,P100416,4,10993
INV201285,P100282,2,10270
INV201285,P100344,2,10772
INV201286,P100367,3,10132
INV201286,P100250,2,10289
INV201286,P100307,4,10262
INV201287,P100242,2,10596
INV201287,P100233,1,10169
INV201287,P100271,2,10038
INV201288,P100428,2,10873
INV201288,P100009,7,10546
INV201288,P100394,1,10246
INV201289,P100142,1,10967
INV201289,P100353,2,10233
INV201289,P100422,7,10549
INV201290,P100159,2,10157
INV201290,P100297,3,10131
INV201290,P100400,5,10501
INV201291,P100411,5,10640
INV201291,P100021,4,10747
INV201291,P100165,2,10313
INV201292,P100049,6,10656
INV201292,P100029,4,10189
INV201292,P100078,4,10984
INV201293,P100183,2,10547
INV201293,P100306,4,10692
INV201293,P100306,4,10844
INV201294,P100056,3,10301
INV201294,P100006,4,10558
INV201294,P100438,2,10701
INV201295,P100250,1,10092
INV201295,P100290,4,10604
INV201295,P100468,3,10982
INV201296,P100377,5,10132
INV201296,P100129,2,10829
INV201296,P100140,3,10513
INV201297,P100405,6,10152
INV201297,P100483,3,10513
INV201297,P100015,4,10409
INV201298,P100028,4,10558
INV201298,P100390,3,10949
INV201298,P100193,3,10151
INV201299,P100228,4,10000
INV201299,P100438,3,10473
INV201299,P100394,2,10260
INV201300,P100048,2,10233
INV201300,P100258,4,10853
INV201300,P100222,2,10426
INV201301,P100102,5,10750
INV201301,P100499,4,10364
INV201301,P100267,2,10683
INV201302,P100093,1,10675
INV201302,P100072,2,10325
INV201302,P100345,3,10749
INV201303,P100188,2,10870
INV201303,P100351,2,10132
INV201303,P100386,4,10836
INV201304,P100192,4,10488
INV201304,P100164,4,10422
INV201304,P100313,4,10032
INV201305,P100472,2,10734
INV201305,P100477,3,10490
INV201305,P100225,2,10081
INV201306,P100157,2,10170
INV201306,P100061,3,10677
INV201306,P100133,4,10242
INV201307,P100133,2,10683
INV201307,P100223,2,10720
INV201307,P100355,1,10276
INV201308,P100201,2,10742
INV201308,P100058,5,10390
INV201308,P100049,3,10032
INV201309,P100025,5,10159
INV201309,P100091,1,10257
INV201309,P100181,2,10085
INV201310,P100352,4,10560
INV201310,P100030,1,10775
INV201310,P100473,2,10012
INV201311,P100313,4,10629
INV201311,P100258,3,10973
INV201311,P100179,3,10418
INV201312,P100445,6,10216
INV201312,P100387,3,10678
INV201312,P100327,1,10204
INV201313,P100333,1,10927
INV201313,P100088,3,10327
INV201313,P100394,4,10736
INV201314,P100224,2,10842
INV201314,P100167,3,10148
INV201314,P100384,3,10240
INV201315,P100178,4,10836
INV201315,P100177,3,10808
INV201315,P100147,1,10673
INV201316,P100477,4,10603
INV201316,P100139,2,10527
INV201316,P100461,5,10975
INV201317,P100449,1,10838
INV201317,P100047,4,10494
INV201317,P100074,2,10411
INV201318,P100492,4,10017
INV201318,P100036,4,10196
INV201318,P100456,3,10619
INV201319,P100236,1,10485
INV201319,P100156,4,10112
INV201319,P100445,4,10901
INV201320,P100061,3,10436
INV201320,P100017,2,10681
INV201320,P100287,2,10777
INV201321,P100446,2,10391
INV201321,P100434,2,10780
INV201321,P100281,2,10796
INV201322,P100280,3,10293
INV201322,P100196,2,10829
INV201322,P100166,1,10827
INV201323,P100498,3,10698
INV201323,P100386,4,10392
INV201323,P100304,3,10058
INV201324,P100347,1,10139
INV201324,P100343,3,10955
INV201324,P100157,4,10616
INV201325,P100269,6,10009
INV201325,P100421,3,10241
INV201325,P100149,3,10380
INV201326,P100189,4,10040
INV201326,P100243,9,10017
INV201326,P100397,5,10496
INV201327,P100402,2,10969
INV201327,P100414,3,10831
INV201327,P100188,2,10915
INV201328,P100271,1,10421
INV201328,P100329,2,10258
INV201328,P100100,4,10679
INV201329,P100315,2,10857
INV201329,P100245,5,10360
INV201329,P100249,3,10551
